	bxt_gmo	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso_us
bxt_gmo	1.0	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	0.00017606295072115384
bxt_gmosa	3.814697265625e-05	1.0	0.0003269740513392857	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05
bxt_gso	3.814697265625e-05	0.0003269740513392857	1.0	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05
bxt_lmo	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	1.0	0.49542236328125	3.814697265625e-05
bxt_lso	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	0.49542236328125	1.0	3.814697265625e-05
bxt_sgso_us	0.00017606295072115384	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	1.0
