	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.22149367559523808	0.029421125139508928	0.16931939894153225	4.57763671875e-05	0.979949951171875	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.01571044921875	4.57763671875e-05	4.57763671875e-05
ad_fixed	0.22149367559523808	1.0	0.00443115234375	0.6152315139770508	4.57763671875e-05	0.12623170946465165	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.007683648003472222	4.57763671875e-05	4.57763671875e-05
ad_random	0.029421125139508928	0.00443115234375	1.0	0.000209808349609375	4.57763671875e-05	0.0335693359375	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.6788339468149038	4.57763671875e-05	4.57763671875e-05
ad_size	0.16931939894153225	0.6152315139770508	0.000209808349609375	1.0	4.57763671875e-05	0.007683648003472222	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05
md_density	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	1.0	4.57763671875e-05	0.0915771484375	8.757218070652174e-05	4.57763671875e-05	4.57763671875e-05	8.757218070652174e-05	4.57763671875e-05
md_fixed	0.979949951171875	0.12623170946465165	0.0335693359375	0.007683648003472222	4.57763671875e-05	1.0	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.05042345770474138	4.57763671875e-05	4.57763671875e-05
md_random	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.0915771484375	4.57763671875e-05	1.0	0.000209808349609375	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05
md_size	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	8.757218070652174e-05	4.57763671875e-05	0.000209808349609375	1.0	4.57763671875e-05	4.57763671875e-05	0.007683648003472222	0.07315839347192797
mse_density	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	1.0	4.57763671875e-05	0.0007810008769132653	4.57763671875e-05
mse_fixed	0.01571044921875	0.007683648003472222	0.6788339468149038	4.57763671875e-05	4.57763671875e-05	0.05042345770474138	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	1.0	4.57763671875e-05	4.57763671875e-05
mse_random	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	8.757218070652174e-05	4.57763671875e-05	4.57763671875e-05	0.007683648003472222	0.0007810008769132653	4.57763671875e-05	1.0	0.007683648003472222
mse_size	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.07315839347192797	4.57763671875e-05	4.57763671875e-05	0.007683648003472222	1.0
