	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	0.002288818359375	0.002288818359375	0.5806477864583334	0.605621337890625	1.0
brf_gso	0.002288818359375	1.0	0.8356857299804688	0.027557373046875	0.0327301025390625	0.17520904541015625
brf_gso__nrlmf	0.002288818359375	0.8356857299804688	1.0	0.053492954799107144	0.00377655029296875	0.00377655029296875
brf_lmo	0.5806477864583334	0.027557373046875	0.053492954799107144	1.0	0.9217071533203125	0.902252197265625
brf_lmo__nrlmf	0.605621337890625	0.0327301025390625	0.00377655029296875	0.9217071533203125	1.0	0.8135292746803978
brf_lso	1.0	0.17520904541015625	0.00377655029296875	0.902252197265625	0.8135292746803978	1.0
