	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	0.6483342097355769	0.140167236328125	0.00128173828125	1.0	0.10899861653645834
brf_gso	0.6483342097355769	1.0	0.31528472900390625	0.00011444091796875	0.0949859619140625	0.31528472900390625
brf_gso__nrlmf	0.140167236328125	0.31528472900390625	1.0	0.00011444091796875	0.016348702566964284	1.0
brf_lmo	0.00128173828125	0.00011444091796875	0.00011444091796875	1.0	0.00011444091796875	0.00011444091796875
brf_lmo__nrlmf	1.0	0.0949859619140625	0.016348702566964284	0.00011444091796875	1.0	0.0067138671875
brf_lso	0.10899861653645834	0.31528472900390625	1.0	0.00011444091796875	0.0067138671875	1.0
