	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05
brf_gso	4.161487926136364e-05	1.0	4.161487926136364e-05	0.004479544503348214	4.161487926136364e-05	0.0003814697265625
brf_gso__nrlmf	4.161487926136364e-05	4.161487926136364e-05	1.0	4.161487926136364e-05	0.0038733849158653845	4.161487926136364e-05
brf_lmo	4.161487926136364e-05	0.004479544503348214	4.161487926136364e-05	1.0	4.161487926136364e-05	0.231201171875
brf_lmo__nrlmf	4.161487926136364e-05	4.161487926136364e-05	0.0038733849158653845	4.161487926136364e-05	1.0	4.161487926136364e-05
brf_lso	4.161487926136364e-05	0.0003814697265625	4.161487926136364e-05	0.231201171875	4.161487926136364e-05	1.0
