	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	4.161487926136364e-05	0.00011444091796875	4.161487926136364e-05	0.231201171875	4.161487926136364e-05
brf_gso	4.161487926136364e-05	1.0	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	0.0003521259014423077
brf_gso__nrlmf	0.00011444091796875	4.161487926136364e-05	1.0	4.161487926136364e-05	0.003596714564732143	4.161487926136364e-05
brf_lmo	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	1.0	4.161487926136364e-05	4.161487926136364e-05
brf_lmo__nrlmf	0.231201171875	4.161487926136364e-05	0.003596714564732143	4.161487926136364e-05	1.0	4.161487926136364e-05
brf_lso	4.161487926136364e-05	0.0003521259014423077	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	1.0
