	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	0.001678466796875	0.29404776436941965	0.08174896240234375	0.93988037109375	0.000152587890625
brf_gso	0.001678466796875	1.0	0.000457763671875	0.0002288818359375	0.0003814697265625	0.000152587890625
brf_gso__nrlmf	0.29404776436941965	0.000457763671875	1.0	0.001430511474609375	0.003204345703125	0.000152587890625
brf_lmo	0.08174896240234375	0.0002288818359375	0.001430511474609375	1.0	0.29404776436941965	0.0036621093750000004
brf_lmo__nrlmf	0.93988037109375	0.0003814697265625	0.003204345703125	0.29404776436941965	1.0	0.0003814697265625
brf_lso	0.000152587890625	0.000152587890625	0.000152587890625	0.0036621093750000004	0.0003814697265625	1.0
