	bxt_gmo	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso_us
bxt_gmo	1.0	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05
bxt_gmosa	3.0517578125e-05	1.0	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05
bxt_gso	3.0517578125e-05	3.0517578125e-05	1.0	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05
bxt_lmo	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	1.0	3.0517578125e-05	3.0517578125e-05
bxt_lso	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	1.0	3.0517578125e-05
bxt_sgso_us	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	1.0
