	bxt_gmo	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso_us
bxt_gmo	1.0	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05	0.46413966587611605
bxt_gmosa	5.0862630208333336e-05	1.0	0.198822021484375	0.820892333984375	9.1552734375e-05	5.0862630208333336e-05
bxt_gso	5.0862630208333336e-05	0.198822021484375	1.0	0.46413966587611605	5.0862630208333336e-05	5.0862630208333336e-05
bxt_lmo	5.0862630208333336e-05	0.820892333984375	0.46413966587611605	1.0	0.005701238458806819	5.0862630208333336e-05
bxt_lso	5.0862630208333336e-05	9.1552734375e-05	5.0862630208333336e-05	0.005701238458806819	1.0	5.0862630208333336e-05
bxt_sgso_us	0.46413966587611605	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05	1.0
